Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Sweden,1363,76,77,76,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,29.18,,https://sofifa.com/team/1363/sweden/
,Côte d'Ivoire,111112,75,77,74,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.91,,https://sofifa.com/team/111112/cote-divoire/
,Republic of Ireland,1355,75,73,73,77,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,28.91,,https://sofifa.com/team/1355/republic-of-ireland/
,Cameroon,1395,75,75,75,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,24.64,,https://sofifa.com/team/1395/cameroon/
,Egypt,111130,74,76,74,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,28.18,,https://sofifa.com/team/111130/egypt/
,Greece,1338,74,72,73,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.18,,https://sofifa.com/team/1338/greece/
,Slovenia,1361,74,74,73,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,28.45,,https://sofifa.com/team/1361/slovenia/
,Wales,1367,74,70,76,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,25.45,,https://sofifa.com/team/1367/wales/
,Paraguay,1375,74,73,75,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,26.0,,https://sofifa.com/team/1375/paraguay/
,United States,1387,74,75,74,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,23.45,,https://sofifa.com/team/1387/united-states/
,Peru,111108,73,77,73,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,26.0,,https://sofifa.com/team/111108/peru/
,Romania,1356,73,72,73,69,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.27,,https://sofifa.com/team/1356/romania/
,Hungary,1886,73,74,72,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,27.27,,https://sofifa.com/team/1886/hungary/
,Ecuador,111465,73,74,72,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,33.64,,https://sofifa.com/team/111465/ecuador/
,Venezuela,111487,73,77,73,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,25.27,,https://sofifa.com/team/111487/venezuela/
,Iceland,1341,72,72,74,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,30.0,,https://sofifa.com/team/1341/iceland/
,Australia,1415,72,72,72,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.36,,https://sofifa.com/team/1415/australia/
,Northern Ireland,110081,71,68,70,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,27.45,,https://sofifa.com/team/110081/northern-ireland/
,Canada,111455,71,73,73,66,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,25.27,,https://sofifa.com/team/111455/canada/
,South Africa,111099,71,72,71,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,27.27,,https://sofifa.com/team/111099/south-africa/
,Finland,1334,70,77,69,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,28.18,,https://sofifa.com/team/1334/finland/
,China PR,1413,69,74,69,66,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,28.36,,https://sofifa.com/team/1413/china-pr/
,Bolivia,111451,68,69,67,67,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,1,23,27.0,,https://sofifa.com/team/111451/bolivia/
,New Zealand,111473,68,72,67,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,25.18,,https://sofifa.com/team/111473/new-zealand/
,Bulgaria,1327,65,65,65,64,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.36,,https://sofifa.com/team/1327/bulgaria/
,India,111466,60,63,60,60,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,1,23,31.36,,https://sofifa.com/team/111466/india/
