Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Wales,1367,74,77,74,73,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,10,4,23,25.27,,https://sofifa.com/team/1367/wales/
,United States,1387,74,73,75,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,6,23,24.0,,https://sofifa.com/team/1387/united-states/
,Egypt,111130,73,69,75,70,€0,€0,Balanced,Lots,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,5,23,28.64,,https://sofifa.com/team/111130/egypt/
,Hungary,1886,73,74,72,74,€0,€0,Fast,Normal,Long,Organised,Normal,Normal,Normal,Organised,Press,Medium,Narrow,Cover,10,4,23,26.36,,https://sofifa.com/team/1886/hungary/
,Paraguay,1375,73,74,74,72,€0,€0,Balanced,Lots,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,30.64,,https://sofifa.com/team/1375/paraguay/
,Ecuador,111465,73,73,73,70,€0,€0,Balanced,Lots,Mixed,Organised,Lots,Normal,Normal,Organised,Double,High,Normal,Cover,10,5,23,26.73,,https://sofifa.com/team/111465/ecuador/
,Australia,1415,73,70,74,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Double,Medium,Normal,Cover,10,5,23,26.64,,https://sofifa.com/team/1415/australia/
,Peru,111108,72,76,72,70,€0,€0,Fast,Normal,Long,Organised,Lots,Risky,Lots,Organised,Press,Medium,Normal,Cover,10,3,23,25.91,,https://sofifa.com/team/111108/peru/
,Iceland,1341,72,76,73,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Little,Organised,Press,Medium,Narrow,Cover,10,3,23,30.55,,https://sofifa.com/team/1341/iceland/
,Romania,1356,72,73,73,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.27,,https://sofifa.com/team/1356/romania/
,Venezuela,111487,72,77,71,69,€0,€0,Fast,Normal,Long,Organised,Lots,Normal,Lots,Organised,Contain,Deep,Narrow,Cover,10,2,23,24.27,,https://sofifa.com/team/111487/venezuela/
,Northern Ireland,110081,71,69,71,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,2,23,26.73,,https://sofifa.com/team/110081/northern-ireland/
,Canada,111455,71,73,72,67,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Contain,Deep,Narrow,Cover,10,2,23,25.27,,https://sofifa.com/team/111455/canada/
,Finland,1334,70,71,68,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Lots,Organised,Contain,Deep,Narrow,Cover,10,3,23,25.55,,https://sofifa.com/team/1334/finland/
,South Africa,111099,70,71,70,70,€0,€0,Balanced,Normal,Mixed,Free form,Lots,Normal,Normal,Organised,Contain,Deep,Normal,Cover,10,4,23,27.45,,https://sofifa.com/team/111099/south-africa/
,New Zealand,111473,68,70,68,67,€0,€0,Balanced,Little,Mixed,Organised,Little,Normal,Little,Organised,Press,High,Normal,Cover,10,2,23,25.45,,https://sofifa.com/team/111473/new-zealand/
,Bulgaria,1327,67,69,65,67,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,27.45,,https://sofifa.com/team/1327/bulgaria/
,Bolivia,111451,67,67,66,65,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Contain,Medium,Normal,Cover,10,1,23,26.0,,https://sofifa.com/team/111451/bolivia/
,India,111466,60,61,59,60,€0,€0,Fast,Normal,Long,Organised,Normal,Normal,Normal,Organised,Contain,Medium,Normal,Cover,10,1,23,23.91,,https://sofifa.com/team/111466/india/
