Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Uruguay,1377,79,79,79,78,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,30.91,,https://sofifa.com/team/1377/uruguay/
,Colombia,111109,78,81,79,77,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,26.82,,https://sofifa.com/team/111109/colombia/
,Denmark,1331,78,76,82,78,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.27,,https://sofifa.com/team/1331/denmark/
,Switzerland,1364,78,75,78,77,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.09,,https://sofifa.com/team/1364/switzerland/
,Austria,1322,77,81,78,78,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,25.82,,https://sofifa.com/team/1322/austria/
,Czechia,1330,77,76,76,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.0,,https://sofifa.com/team/1330/czechia/
,Poland,1353,77,82,74,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.91,,https://sofifa.com/team/1353/poland/
,Türkiye,1365,77,79,76,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.18,,https://sofifa.com/team/1365/turkiye/
,Côte d'Ivoire,111112,76,77,75,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,27.09,,https://sofifa.com/team/111112/cote-divoire/
,Norway,1352,76,79,77,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,24.82,,https://sofifa.com/team/1352/norway/
,Russia,1357,76,77,76,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,28.45,,https://sofifa.com/team/1357/russia/
,Sweden,1363,76,78,76,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.0,,https://sofifa.com/team/1363/sweden/
,Mexico,1386,76,78,76,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,27.45,,https://sofifa.com/team/1386/mexico/
,Scotland,1359,75,72,76,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,26.36,,https://sofifa.com/team/1359/scotland/
,Chile,111459,75,74,76,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,28.64,,https://sofifa.com/team/111459/chile/
,Greece,1338,74,72,75,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.45,,https://sofifa.com/team/1338/greece/
,Wales,1367,74,77,74,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,24.91,,https://sofifa.com/team/1367/wales/
,United States,1387,74,75,74,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,23.0,,https://sofifa.com/team/1387/united-states/
,Egypt,111130,73,78,73,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.73,,https://sofifa.com/team/111130/egypt/
,Republic of Ireland,1355,73,71,72,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,28.18,,https://sofifa.com/team/1355/republic-of-ireland/
,Romania,1356,73,72,74,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.91,,https://sofifa.com/team/1356/romania/
,Slovenia,1361,73,70,73,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.64,,https://sofifa.com/team/1361/slovenia/
,Paraguay,1375,73,72,74,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,26.36,,https://sofifa.com/team/1375/paraguay/
,Canada,111455,73,73,74,69,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,26.82,,https://sofifa.com/team/111455/canada/
,Ecuador,111465,73,74,72,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,32.64,,https://sofifa.com/team/111465/ecuador/
,Peru,111108,72,71,73,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,28.09,,https://sofifa.com/team/111108/peru/
,Hungary,1886,72,72,69,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,26.36,,https://sofifa.com/team/1886/hungary/
,Australia,1415,72,71,71,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.55,,https://sofifa.com/team/1415/australia/
,Finland,1334,71,70,71,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,28.55,,https://sofifa.com/team/1334/finland/
,Iceland,1341,71,70,71,69,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,29.55,,https://sofifa.com/team/1341/iceland/
,Venezuela,111487,71,74,70,69,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,24.27,,https://sofifa.com/team/111487/venezuela/
,China PR,1413,71,74,68,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,28.91,,https://sofifa.com/team/1413/china-pr/
,South Africa,111099,71,71,71,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,26.82,,https://sofifa.com/team/111099/south-africa/
,Northern Ireland,110081,70,67,71,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,28.09,,https://sofifa.com/team/110081/northern-ireland/
,Cameroon,1395,70,72,71,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,24.18,,https://sofifa.com/team/1395/cameroon/
,New Zealand,111473,68,72,66,67,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,25.64,,https://sofifa.com/team/111473/new-zealand/
,Bulgaria,1327,67,67,68,66,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.64,,https://sofifa.com/team/1327/bulgaria/
,Bolivia,111451,66,59,66,66,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,1,23,24.82,,https://sofifa.com/team/111451/bolivia/
,India,111466,60,62,60,60,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,1,23,32.36,,https://sofifa.com/team/111466/india/
