Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Republic of Ireland,1355,76,74,72,71,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,30,28.09,,https://sofifa.com/team/1355/republic-of-ireland/
,Sweden,1363,76,76,73,74,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,30,27.27,,https://sofifa.com/team/1363/sweden/
,Switzerland,1364,76,74,73,74,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,30,25.82,,https://sofifa.com/team/1364/switzerland/
,Denmark,1331,75,73,74,73,€0,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,12,30,26.18,,https://sofifa.com/team/1331/denmark/
,Greece,1338,75,72,72,73,€0,€0,Slow,Little,Mixed,Organised,Lots,Safe,Normal,Organised,Double,Deep,Normal,Cover,20,13,30,25.55,,https://sofifa.com/team/1338/greece/
,Norway,1352,75,75,74,74,€0,€0,Fast,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Double,Deep,Normal,Cover,20,10,30,28.55,,https://sofifa.com/team/1352/norway/
,Scotland,1359,75,74,73,72,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,30,27.27,,https://sofifa.com/team/1359/scotland/
,United States,1387,75,71,73,71,€0,€0,Balanced,Little,Mixed,Organised,Normal,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,12,30,26.73,,https://sofifa.com/team/1387/united-states/
,Poland,1353,74,72,71,70,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,30,24.73,,https://sofifa.com/team/1353/poland/
,Austria,1322,73,72,69,73,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,30,24.91,,https://sofifa.com/team/1322/austria/
,Australia,1415,73,70,70,68,€0,€0,Balanced,Little,Mixed,Organised,Lots,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,11,30,29.64,,https://sofifa.com/team/1415/australia/
,Bulgaria,1327,72,70,71,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,30,26.73,,https://sofifa.com/team/1327/bulgaria/
,Romania,1356,72,69,70,71,€0,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,30,25.09,,https://sofifa.com/team/1356/romania/
,Hungary,1886,72,72,70,68,€0,€0,Slow,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,7,30,25.36,,https://sofifa.com/team/1886/hungary/
,Ecuador,111465,72,71,66,64,€0,€0,Balanced,Little,Mixed,Organised,Little,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,9,30,30.09,,https://sofifa.com/team/111465/ecuador/
,South Africa,111099,72,69,69,66,€0,€0,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,8,30,24.73,,https://sofifa.com/team/111099/south-africa/
,Northern Ireland,110081,71,66,68,69,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,5,30,28.09,,https://sofifa.com/team/110081/northern-ireland/
,Finland,1334,71,67,71,69,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,6,30,27.64,,https://sofifa.com/team/1334/finland/
,Slovenia,1361,71,69,71,69,€0,€0,Fast,Little,Mixed,Organised,Normal,Safe,Normal,Organised,Double,Medium,Wide,Cover,20,5,30,26.0,,https://sofifa.com/team/1361/slovenia/
,Korea Republic,974,70,70,68,66,€0,€0,Fast,Little,Mixed,Organised,Little,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,30,23.64,,https://sofifa.com/team/974/korea-republic/
,China PR,1413,65,61,60,61,€0,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,6,30,24.73,,https://sofifa.com/team/1413/china-pr/
,New Zealand,111473,64,64,58,61,€0,€0,Slow,Little,Long,Organised,Normal,Normal,Normal,Organised,Double,Deep,Normal,Cover,20,6,28,28.27,,https://sofifa.com/team/111473/new-zealand/
