Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Norway,1352,76,83,77,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,26,25.82,,https://sofifa.com/team/1352/norway/
,Scotland,1359,76,72,77,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,26,26.73,,https://sofifa.com/team/1359/scotland/
,United States,1387,76,76,76,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,26,25.36,,https://sofifa.com/team/1387/united-states/
,Czechia,1330,75,74,75,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,26,25.45,,https://sofifa.com/team/1330/czechia/
,Hungary,1886,75,76,71,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,26,26.27,,https://sofifa.com/team/1886/hungary/
,Ghana,111462,75,74,77,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,26,26.64,,https://sofifa.com/team/111462/ghana/
,Republic of Ireland,1355,73,73,71,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,26,24.73,,https://sofifa.com/team/1355/republic-of-ireland/
,Wales,1367,73,74,72,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,26,26.09,,https://sofifa.com/team/1367/wales/
,Romania,1356,72,70,72,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,26,26.45,,https://sofifa.com/team/1356/romania/
,Finland,1334,71,70,71,67,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,26,28.73,,https://sofifa.com/team/1334/finland/
,Iceland,1341,71,74,71,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,26,27.55,,https://sofifa.com/team/1341/iceland/
,Northern Ireland,110081,70,66,69,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,26,27.73,,https://sofifa.com/team/110081/northern-ireland/
,Qatar,111527,69,58,69,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,26,27.27,,https://sofifa.com/team/111527/qatar/
,New Zealand,111473,67,68,67,66,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,26,25.55,,https://sofifa.com/team/111473/new-zealand/
