Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Chile,111459,79,79,80,77,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,7,23,29.45,,https://sofifa.com/team/111459/chile/
,Colombia,111109,78,79,79,76,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,7,23,27.73,,https://sofifa.com/team/111109/colombia/
,Denmark,1331,78,76,79,76,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,25.27,,https://sofifa.com/team/1331/denmark/
,Switzerland,1364,78,74,78,78,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,25.55,,https://sofifa.com/team/1364/switzerland/
,Türkiye,1365,78,78,79,78,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,6,23,27.73,,https://sofifa.com/team/1365/turkiye/
,Mexico,1386,78,79,78,74,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,10,7,23,26.91,,https://sofifa.com/team/1386/mexico/
,Austria,1322,77,78,77,77,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,25.18,,https://sofifa.com/team/1322/austria/
,Côte d'Ivoire,111112,76,78,78,76,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,6,23,24.82,,https://sofifa.com/team/111112/cote-divoire/
,Greece,1338,76,77,74,78,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Narrow,Cover,10,6,23,26.45,,https://sofifa.com/team/1338/greece/
,Russia,1357,76,77,75,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Contain,Deep,Normal,Cover,10,6,23,27.0,,https://sofifa.com/team/1357/russia/
,Sweden,1363,76,77,76,76,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.18,,https://sofifa.com/team/1363/sweden/
,Wales,1367,76,76,75,76,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,26.91,,https://sofifa.com/team/1367/wales/
,Czechia,1330,75,73,75,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,25.09,,https://sofifa.com/team/1330/czechia/
,Republic of Ireland,1355,75,76,76,76,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,27.82,,https://sofifa.com/team/1355/republic-of-ireland/
,Paraguay,1375,75,74,75,72,€0,€0,Slow,Normal,Mixed,Organised,Little,Safe,Normal,Organised,Press,Deep,Normal,Cover,10,4,23,27.55,,https://sofifa.com/team/1375/paraguay/
,United States,1387,75,75,75,76,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,6,23,27.27,,https://sofifa.com/team/1387/united-states/
,Scotland,1359,74,74,75,71,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,26.91,,https://sofifa.com/team/1359/scotland/
,Slovenia,1361,74,73,76,70,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.73,,https://sofifa.com/team/1361/slovenia/
,Ecuador,111465,74,74,76,71,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,29.45,,https://sofifa.com/team/111465/ecuador/
,Norway,1352,73,72,74,71,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Deep,Normal,Cover,10,4,23,25.55,,https://sofifa.com/team/1352/norway/
,Romania,1356,73,74,71,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.36,,https://sofifa.com/team/1356/romania/
,Venezuela,111487,73,76,71,71,€0,€0,Slow,Normal,Short,Organised,Normal,Safe,Little,Organised,Press,Deep,Normal,Cover,10,2,23,23.0,,https://sofifa.com/team/111487/venezuela/
,Egypt,111130,72,76,71,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,27.55,,https://sofifa.com/team/111130/egypt/
,Hungary,1886,72,72,73,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,26.36,,https://sofifa.com/team/1886/hungary/
,Australia,1415,72,71,71,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,High,Normal,Cover,10,5,23,24.82,,https://sofifa.com/team/1415/australia/
,South Africa,111099,72,70,72,72,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,26.91,,https://sofifa.com/team/111099/south-africa/
,Northern Ireland,110081,71,69,72,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,2,23,28.73,,https://sofifa.com/team/110081/northern-ireland/
,Finland,1334,71,71,70,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,10,3,23,26.18,,https://sofifa.com/team/1334/finland/
,Cameroon,1395,71,71,73,71,€0,€0,Balanced,Normal,Short,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,24.45,,https://sofifa.com/team/1395/cameroon/
,Peru,111108,70,72,70,68,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,3,23,24.18,,https://sofifa.com/team/111108/peru/
,Bulgaria,1327,70,69,70,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,10,5,23,28.27,,https://sofifa.com/team/1327/bulgaria/
,Canada,111455,68,68,69,65,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,2,23,24.73,,https://sofifa.com/team/111455/canada/
,Bolivia,111451,67,71,67,66,€0,€0,Balanced,Normal,Mixed,Organised,Little,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,1,23,28.27,,https://sofifa.com/team/111451/bolivia/
,China PR,1413,64,66,64,60,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,3,23,25.73,,https://sofifa.com/team/1413/china-pr/
,India,111466,60,63,59,58,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,10,1,23,24.73,,https://sofifa.com/team/111466/india/
