Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Russia,1357,78,79,76,77,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,11,23,24.73,,https://sofifa.com/team/1357/russia/
,Mexico,1386,78,78,76,78,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,15,23,27.64,,https://sofifa.com/team/1386/mexico/
,Nigeria,1393,78,79,68,77,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,9,23,23.27,,https://sofifa.com/team/1393/nigeria/
,Serbia,110082,77,77,72,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,23,25.0,,https://sofifa.com/team/110082/serbia/
,Croatia,1328,77,79,73,75,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,13,23,26.82,,https://sofifa.com/team/1328/croatia/
,Greece,1338,77,77,78,78,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,13,23,29.45,,https://sofifa.com/team/1338/greece/
,Uruguay,1377,77,78,72,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,11,23,28.0,,https://sofifa.com/team/1377/uruguay/
,Cameroon,1395,77,79,74,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,13,23,27.0,,https://sofifa.com/team/1395/cameroon/
,Republic of Ireland,1355,76,74,73,76,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,10,23,26.64,,https://sofifa.com/team/1355/republic-of-ireland/
,Sweden,1363,76,77,75,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,27.55,,https://sofifa.com/team/1363/sweden/
,Switzerland,1364,76,76,74,77,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,26.55,,https://sofifa.com/team/1364/switzerland/
,Australia,1415,76,75,75,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,12,23,28.0,,https://sofifa.com/team/1415/australia/
,Korea Republic,974,76,75,75,75,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,23,27.73,,https://sofifa.com/team/974/korea-republic/
,Belgium,1325,75,74,72,75,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,11,23,24.64,,https://sofifa.com/team/1325/belgium/
,Norway,1352,75,74,74,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,23,27.09,,https://sofifa.com/team/1352/norway/
,Ukraine,1366,75,76,73,66,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,14,23,26.82,,https://sofifa.com/team/1366/ukraine/
,Paraguay,1375,75,77,73,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,8,23,26.73,,https://sofifa.com/team/1375/paraguay/
,United States,1387,75,71,74,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,12,23,27.0,,https://sofifa.com/team/1387/united-states/
,Bulgaria,1327,74,74,72,62,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,9,23,27.09,,https://sofifa.com/team/1327/bulgaria/
,Finland,1334,74,72,68,69,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,6,23,28.18,,https://sofifa.com/team/1334/finland/
,Poland,1353,74,74,71,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,28.36,,https://sofifa.com/team/1353/poland/
,Scotland,1359,74,75,76,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,27.73,,https://sofifa.com/team/1359/scotland/
,Austria,1322,73,70,67,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,23,26.0,,https://sofifa.com/team/1322/austria/
,Romania,1356,73,74,69,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,5,23,26.73,,https://sofifa.com/team/1356/romania/
,Slovenia,1361,72,71,70,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,5,23,26.91,,https://sofifa.com/team/1361/slovenia/
,Wales,1367,72,77,70,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,9,23,27.45,,https://sofifa.com/team/1367/wales/
,Ecuador,111465,70,70,68,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,28.18,,https://sofifa.com/team/111465/ecuador/
,Northern Ireland,110081,69,64,68,65,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,5,23,27.27,,https://sofifa.com/team/110081/northern-ireland/
,Tunisia,1391,69,67,65,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,6,23,29.09,,https://sofifa.com/team/1391/tunisia/
,Hungary,1886,68,68,66,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,7,23,26.55,,https://sofifa.com/team/1886/hungary/
,China PR,1413,68,68,66,66,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,3,23,25.36,,https://sofifa.com/team/1413/china-pr/
