Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Ecuador,111465,73,72,73,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,7,25,26.0,,https://sofifa.com/team/111465/ecuador/
,Hungary,1886,72,68,70,67,€0,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Deep,Normal,Cover,20,7,25,26.27,,https://sofifa.com/team/1886/hungary/
,Australia,1415,72,70,69,68,€0,€0,Balanced,Little,Mixed,Organised,Lots,Safe,Little,Organised,Press,Medium,Normal,Cover,20,11,25,29.18,,https://sofifa.com/team/1415/australia/
,Northern Ireland,110081,71,65,69,70,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,5,25,24.09,,https://sofifa.com/team/110081/northern-ireland/
,Bulgaria,1327,71,69,68,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Contain,Medium,Normal,Cover,20,10,25,26.18,,https://sofifa.com/team/1327/bulgaria/
,Finland,1334,71,68,70,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,20,6,25,24.73,,https://sofifa.com/team/1334/finland/
,Korea Republic,974,71,72,70,68,€0,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,12,25,23.64,,https://sofifa.com/team/974/korea-republic/
,South Africa,111099,71,70,71,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,8,25,26.64,,https://sofifa.com/team/111099/south-africa/
,Egypt,111130,69,66,67,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,25,28.91,,https://sofifa.com/team/111130/egypt/
,New Zealand,111473,67,67,62,62,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Deep,Normal,Cover,20,6,25,29.27,,https://sofifa.com/team/111473/new-zealand/
