Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Switzerland,1364,75,75,73,75,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,25,23.73,,https://sofifa.com/team/1364/switzerland/
,Paraguay,1375,75,77,73,75,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,8,23,26.55,,https://sofifa.com/team/1375/paraguay/
,Uruguay,1377,75,77,73,74,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,27.0,,https://sofifa.com/team/1377/uruguay/
,Cameroon,1395,75,77,71,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,25,26.18,,https://sofifa.com/team/1395/cameroon/
,Poland,1353,74,75,73,69,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,27.91,,https://sofifa.com/team/1353/poland/
,Romania,1356,74,74,71,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,8,23,25.91,,https://sofifa.com/team/1356/romania/
,Ukraine,1366,74,76,75,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,14,23,28.09,,https://sofifa.com/team/1366/ukraine/
,United States,1387,74,78,72,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,12,23,26.0,,https://sofifa.com/team/1387/united-states/
,Australia,1415,74,73,71,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,23,28.27,,https://sofifa.com/team/1415/australia/
,Belgium,1325,73,73,73,74,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,0,11,23,24.64,,https://sofifa.com/team/1325/belgium/
,Bulgaria,1327,73,74,72,70,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,9,23,28.36,,https://sofifa.com/team/1327/bulgaria/
,Finland,1334,72,70,71,70,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,6,23,28.82,,https://sofifa.com/team/1334/finland/
,Austria,1322,71,65,69,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,25,24.55,,https://sofifa.com/team/1322/austria/
,Wales,1367,71,73,72,70,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,7,23,24.0,,https://sofifa.com/team/1367/wales/
,South Africa,111099,71,74,71,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,8,23,27.45,,https://sofifa.com/team/111099/south-africa/
,Northern Ireland,110081,69,67,68,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,5,23,26.64,,https://sofifa.com/team/110081/northern-ireland/
,Slovenia,1361,69,70,66,65,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,5,23,24.45,,https://sofifa.com/team/1361/slovenia/
,Korea Republic,974,69,71,69,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,23,26.64,,https://sofifa.com/team/974/korea-republic/
,Hungary,1886,68,63,69,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,7,23,24.55,,https://sofifa.com/team/1886/hungary/
,Ecuador,111465,68,68,65,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,9,23,27.27,,https://sofifa.com/team/111465/ecuador/
,China PR,1413,65,64,67,65,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,3,23,25.36,,https://sofifa.com/team/1413/china-pr/
,New Zealand,111473,60,62,59,58,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,6,22,27.27,,https://sofifa.com/team/111473/new-zealand/
