Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Poland,1353,77,81,74,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.73,,https://sofifa.com/team/1353/poland/
,Mexico,1386,77,79,78,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,26.09,,https://sofifa.com/team/1386/mexico/
,Norway,1352,76,81,76,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,23.82,,https://sofifa.com/team/1352/norway/
,Scotland,1359,76,73,76,77,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,25.82,,https://sofifa.com/team/1359/scotland/
,Sweden,1363,76,78,75,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,25.45,,https://sofifa.com/team/1363/sweden/
,Ukraine,1366,76,76,77,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.64,,https://sofifa.com/team/1366/ukraine/
,United States,1387,75,75,75,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,22.18,,https://sofifa.com/team/1387/united-states/
,Wales,1367,74,74,74,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,27.27,,https://sofifa.com/team/1367/wales/
,Greece,1338,73,72,75,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.45,,https://sofifa.com/team/1338/greece/
,Republic of Ireland,1355,73,69,73,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.82,,https://sofifa.com/team/1355/republic-of-ireland/
,Hungary,1886,73,74,69,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,26.27,,https://sofifa.com/team/1886/hungary/
,Canada,111455,73,75,73,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,27.18,,https://sofifa.com/team/111455/canada/
,Romania,1356,72,72,72,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.45,,https://sofifa.com/team/1356/romania/
,Finland,1334,71,72,72,67,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,27.91,,https://sofifa.com/team/1334/finland/
,Northern Ireland,110081,70,65,70,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,28.55,,https://sofifa.com/team/110081/northern-ireland/
,Australia,1415,70,75,69,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.27,,https://sofifa.com/team/1415/australia/
,Iceland,1341,69,70,68,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,24.82,,https://sofifa.com/team/1341/iceland/
,China PR,1413,69,70,69,67,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,29.36,,https://sofifa.com/team/1413/china-pr/
,New Zealand,111473,68,69,67,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,25.09,,https://sofifa.com/team/111473/new-zealand/
