Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,Unnamed: 26,href,country
,AS Monaco  Ligue 1,69,72,69,66,65,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,14,35,25.73,22.34,,https://sofifa.com/team/69/as-monaco/,France
,1. FC Nürnberg  2. Bundesliga,171,72,70,65,67,€3.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,9,26,24.64,23.62,,https://sofifa.com/team/171/1-fc-nurnberg/,Germany
,Real Zaragoza  La Liga 2,244,72,73,69,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,11,24,26.64,25.67,,https://sofifa.com/team/244/real-zaragoza/,Spain
,Ajax  Eredivisie,245,72,69,66,70,€12M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,15,32,23.18,22.16,,https://sofifa.com/team/245/ajax/,Netherlands
,Feyenoord  Eredivisie,246,72,67,69,69,€10M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,12,29,26.64,24.72,,https://sofifa.com/team/246/feyenoord/,Netherlands
,Atlético Morelia  Liga MX,1028,71,67,66,66,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,30,26.64,24.03,,https://sofifa.com/team/1028/atletico-morelia/,Mexico
,Botafogo  Série A,517,71,66,65,69,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,7,25,25.09,23.92,,https://sofifa.com/team/517/botafogo/,Brazil
,AS Nancy Lorraine  Ligue 1,1823,71,69,65,66,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,6,26,25.73,24.58,,https://sofifa.com/team/1823/as-nancy-lorraine/,France
,Karlsruher SC  Bundesliga,1832,71,70,67,71,€3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,28,25.55,25.61,,https://sofifa.com/team/1832/karlsruher-sc/,Germany
,Real Murcia CF  La Liga 2,1855,71,70,69,66,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,27,27.82,25.63,,https://sofifa.com/team/1855/real-murcia-cf/,Spain
,Pachuca  Liga MX,110147,71,63,64,66,€2.3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,10,29,25.55,23.28,,https://sofifa.com/team/110147/pachuca/,Mexico
,River Plate  Liga Profesional de Fútbol,1876,71,67,70,69,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,30,25.0,22.9,,https://sofifa.com/team/1876/river-plate/,Argentina
,Lecce  Serie A,347,71,69,67,66,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,7,31,27.64,24.97,,https://sofifa.com/team/347/lecce/,Italy
,Grêmio  Série A,1629,71,72,66,68,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,8,30,25.36,24.17,,https://sofifa.com/team/1629/gremio/,Brazil
,Sporting Clube de Braga  Primeira Liga,1896,71,70,68,68,€700K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,8,25,25.55,25.24,,https://sofifa.com/team/1896/sporting-clube-de-braga/,Portugal
,West Bromwich Albion  Premier League,109,71,68,67,68,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,9,32,24.27,24.31,,https://sofifa.com/team/109/west-bromwich-albion/,England
,PAOK  Super League,393,71,71,72,69,€10M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,28,28.82,27.04,,https://sofifa.com/team/393/paok/,Greece
,Hull City  Premier League,1952,71,66,64,63,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,5,35,26.82,25.11,,https://sofifa.com/team/1952/hull-city/,England
,AS Reggina 1914  Serie A,203,71,70,70,65,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,7,26,27.64,24.92,,https://sofifa.com/team/203/as-reggina-1914/,Italy
,Le Mans FC  Ligue 1,1739,71,71,65,65,€5.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,5,30,24.0,22.5,,https://sofifa.com/team/1739/le-mans-fc/,France
,FC Sochaux-Montbéliard  Ligue 1,226,71,69,64,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,7,27,26.27,24.44,,https://sofifa.com/team/226/fc-sochaux-montbeliard/,France
,RSC Anderlecht  Pro League,229,71,70,68,70,€9M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,26,25.45,24.46,,https://sofifa.com/team/229/rsc-anderlecht/,Belgium
,Reading FC  Championship,1793,70,70,62,61,€9M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,33,26.27,23.42,,https://sofifa.com/team/1793/reading-fc/,England
,Monterrey  Liga MX,1032,70,65,64,65,€2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,7,32,26.64,23.91,,https://sofifa.com/team/1032/monterrey/,Mexico
,Stoke City  Premier League,1806,70,70,66,69,€6M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,33,28.18,26.21,,https://sofifa.com/team/1806/stoke-city/,England
,Corinthians  Série A,1041,70,72,70,70,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,8,33,26.73,23.88,,https://sofifa.com/team/1041/corinthians/,Brazil
,Toulouse FC  Ligue 1,1809,70,67,65,66,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,27,23.36,23.48,,https://sofifa.com/team/1809/toulouse-fc/,France
,Santos  Série A,1053,70,71,69,69,€2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,9,30,27.45,25.03,,https://sofifa.com/team/1053/santos/,Brazil
,Rosenborg BK  Eliteserien,298,70,58,65,63,€3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,33,23.36,22.12,,https://sofifa.com/team/298/rosenborg-bk/,Norway
,TSG 1899 Hoffenheim  Bundesliga,10029,70,72,69,69,€10M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,27,22.55,22.52,,https://sofifa.com/team/10029/tsg-1899-hoffenheim/,Germany
,Parma  Serie B,50,70,70,67,64,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,11,26,28.27,25.54,,https://sofifa.com/team/50/parma/,Italy
,Fluminense  Série A,567,70,63,67,65,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,6,30,25.18,23.3,,https://sofifa.com/team/567/fluminense/,Brazil
,Málaga CF  La Liga,573,70,70,68,68,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,27,26.91,26.74,,https://sofifa.com/team/573/malaga-cf/,Spain
,San Luis  Liga MX,110149,70,63,68,64,€1.1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,4,26,27.36,25.65,,https://sofifa.com/team/110149/san-luis/,Mexico
,FC Nantes  Ligue 1,71,70,65,68,60,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,9,31,27.91,23.94,,https://sofifa.com/team/71/fc-nantes/,France
,OGC Nice  Ligue 1,72,70,66,68,68,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,6,28,25.73,24.86,,https://sofifa.com/team/72/ogc-nice/,France
,Birmingham City  Championship,88,70,69,65,68,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,29,27.09,25.03,,https://sofifa.com/team/88/birmingham-city/,England
,Guadalajara  Liga MX,1880,70,65,65,67,€1.2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,2,34,25.64,22.35,,https://sofifa.com/team/1880/guadalajara/,Mexico
,Alkmaar Zaanstreek  Eredivisie,1906,70,70,65,72,€6.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,10,28,22.73,22.29,,https://sofifa.com/team/1906/alkmaar-zaanstreek/,Netherlands
,Kayserispor  Süper Lig,101020,70,70,67,66,€7M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,10,23,26.82,24.61,,https://sofifa.com/team/101020/kayserispor/,Türkiye
,DSC Arminia Bielefeld  Bundesliga,159,70,69,67,67,€3.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,28,28.0,25.54,,https://sofifa.com/team/159/dsc-arminia-bielefeld/,Germany
,Tigres UANL  Liga MX,1970,70,63,65,65,€2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,7,31,26.82,23.48,,https://sofifa.com/team/1970/tigres-uanl/,Mexico
,Trabzonspor  Süper Lig,436,70,72,70,69,€17.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,10,21,26.45,24.0,,https://sofifa.com/team/436/trabzonspor/,Türkiye
,Bologna  Serie A,189,70,69,67,68,€6M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,9,31,29.18,27.74,,https://sofifa.com/team/189/bologna/,Italy
,FC Red Bull Salzburg  Bundesliga,191,70,70,69,67,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,11,25,29.09,27.4,,https://sofifa.com/team/191/fc-red-bull-salzburg/,Austria
,Goiás  Série A,111042,70,69,64,66,€600K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,4,27,28.55,25.37,,https://sofifa.com/team/111042/goias/,Brazil
,Real Sociedad  La Liga 2,457,70,66,66,65,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,11,28,25.91,24.0,,https://sofifa.com/team/457/real-sociedad/,Spain
,Sport Club do Recife  Série A,111057,70,64,66,65,€700K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,3,30,29.55,25.5,,https://sofifa.com/team/111057/sport-club-do-recife/,Brazil
,Stade Malherbe Caen  Ligue 1,210,70,67,65,64,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,5,26,27.45,25.15,,https://sofifa.com/team/210/stade-malherbe-caen/,France
,CD Numancia  La Liga,477,70,69,69,68,€1.3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,8,27,28.18,26.7,,https://sofifa.com/team/477/cd-numancia/,Spain
,Necaxa  Liga MX,101121,69,61,67,66,€1.2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,28,29.09,24.86,,https://sofifa.com/team/101121/necaxa/,Mexico
,Hércules CF  La Liga 2,100879,69,65,65,65,€600K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,29,28.82,26.69,,https://sofifa.com/team/100879/hercules-cf/,Spain
,FC København  Superliga,819,69,70,69,62,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,24,26.73,25.25,,https://sofifa.com/team/819/fc-kobenhavn/,Denmark
,AJ Auxerre  Ligue 1,57,69,63,64,63,€10M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,33,25.36,23.21,,https://sofifa.com/team/57/aj-auxerre/,France
,Pumas UNAM  Liga MX,1881,69,67,63,64,€950K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,7,35,25.82,23.71,,https://sofifa.com/team/1881/pumas-unam/,Mexico
,Toluca  Liga MX,1882,69,63,64,65,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,8,31,29.91,24.74,,https://sofifa.com/team/1882/toluca/,Mexico
,FC Twente  Eredivisie,1908,69,64,70,69,€4.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,8,23,26.09,24.52,,https://sofifa.com/team/1908/fc-twente/,Netherlands
,Valenciennes FC  Ligue 1,110456,69,70,64,63,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,4,27,27.0,25.59,,https://sofifa.com/team/110456/valenciennes-fc/,France
,SC Heerenveen  Eredivisie,1913,69,66,71,64,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,9,30,23.55,23.3,,https://sofifa.com/team/1913/sc-heerenveen/,Netherlands
,FC Groningen  Eredivisie,1915,69,69,70,67,€3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,7,22,24.36,24.36,,https://sofifa.com/team/1915/fc-groningen/,Netherlands
,Ankaraspor  Süper Lig,101008,69,65,65,65,€3.3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,4,24,25.27,23.42,,https://sofifa.com/team/101008/ankaraspor/,Türkiye
,Stabæk Fotball  Eliteserien,917,69,56,64,59,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,28,28.09,22.82,,https://sofifa.com/team/917/stabaek-fotball/,Norway
,Vitória FC  Primeira Liga,665,69,69,66,64,€350K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,5,27,25.0,25.48,,https://sofifa.com/team/665/vitoria-fc/,Portugal
,FC Energie Cottbus  Bundesliga,162,69,64,67,64,€3.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,33,28.09,26.0,,https://sofifa.com/team/162/fc-energie-cottbus/,Germany
,Portuguesa  Série A,111292,69,70,66,65,€500K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,1,30,27.73,26.5,,https://sofifa.com/team/111292/portuguesa/,Brazil
,Club Brugge KV  Pro League,231,69,66,65,64,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,13,28,24.73,23.82,,https://sofifa.com/team/231/club-brugge-kv/,Belgium
,Standard de Liège  Pro League,232,69,65,65,66,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,11,27,23.27,22.11,,https://sofifa.com/team/232/standard-de-liege/,Belgium
,Atlas FC  Liga MX,101114,69,62,61,65,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,6,31,24.55,21.45,,https://sofifa.com/team/101114/atlas-fc/,Mexico
,Atlante  Liga MX,101116,69,65,64,63,€800K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,5,31,25.09,23.71,,https://sofifa.com/team/101116/atlante/,Mexico
,Sparta Praha  První liga,267,68,60,64,65,€3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,12,26,26.91,24.27,,https://sofifa.com/team/267/sparta-praha/,Czechia
,Brøndby IF  Superliga,269,68,63,65,63,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,9,30,25.09,22.9,,https://sofifa.com/team/269/brondby-if/,Denmark
,Grenoble Foot 38  Ligue 1,1805,68,64,64,64,€500K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,3,32,29.0,26.28,,https://sofifa.com/team/1805/grenoble-foot-38/,France
,Club Athletico Paranaense  Série A,1039,68,64,66,64,€800K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,6,29,23.27,22.9,,https://sofifa.com/team/1039/club-athletico-paranaense/,Brazil
,MSV Duisburg  2. Bundesliga,1825,68,67,67,67,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,27,25.45,24.96,,https://sofifa.com/team/1825/msv-duisburg/,Germany
,Jaguares FC  Liga MX,112679,68,65,63,59,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,4,33,26.18,24.39,,https://sofifa.com/team/112679/jaguares-fc/,Mexico
,Vasco da Gama  Série A,569,68,63,62,64,€900K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,8,30,22.91,22.43,,https://sofifa.com/team/569/vasco-da-gama/,Brazil
,Levante UD  La Liga 2,1853,68,66,67,66,€800K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,26,25.91,25.15,,https://sofifa.com/team/1853/levante-ud/,Spain
,RC Lens  Ligue 2,64,68,61,64,64,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,10,27,26.55,24.0,,https://sofifa.com/team/64/rc-lens/,France
,Puebla FC  Liga MX,110152,68,63,62,63,€1.1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,4,28,26.91,25.25,,https://sofifa.com/team/110152/puebla-fc/,Mexico
,Charlton Athletic  Championship,89,68,64,61,62,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,9,32,25.91,23.84,,https://sofifa.com/team/89/charlton-athletic/,England
,Derby County  Championship,91,68,68,65,62,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,9,27,25.91,24.81,,https://sofifa.com/team/91/derby-county/,England
,Wolverhampton Wanderers  Championship,110,68,64,63,62,€8.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,8,32,23.45,22.59,,https://sofifa.com/team/110/wolverhampton-wanderers/,England
