Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Scotland,1359,75,72,75,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,25.82,,https://sofifa.com/team/1359/scotland/
,Ukraine,1366,75,74,77,72,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.64,,https://sofifa.com/team/1366/ukraine/
,Ghana,111462,75,81,75,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.0,,https://sofifa.com/team/111462/ghana/
,United States,1387,75,74,75,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,23.82,,https://sofifa.com/team/1387/united-states/
,Wales,1367,73,74,72,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,25.82,,https://sofifa.com/team/1367/wales/
,Hungary,1886,73,76,72,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,25.55,,https://sofifa.com/team/1886/hungary/
,Canada,111455,73,77,73,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,25.91,,https://sofifa.com/team/111455/canada/
,Republic of Ireland,1355,72,69,71,73,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,24.18,,https://sofifa.com/team/1355/republic-of-ireland/
,Finland,1334,71,72,71,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,27.55,,https://sofifa.com/team/1334/finland/
,Romania,1356,71,70,73,69,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,25.27,,https://sofifa.com/team/1356/romania/
,Australia,1415,71,70,71,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,27.91,,https://sofifa.com/team/1415/australia/
,Iceland,1341,70,70,68,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,27.73,,https://sofifa.com/team/1341/iceland/
,Northern Ireland,110081,69,66,69,71,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,28.64,,https://sofifa.com/team/110081/northern-ireland/
,China PR,1413,69,70,68,67,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,28.73,,https://sofifa.com/team/1413/china-pr/
,Qatar,111527,68,71,69,68,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,28.0,,https://sofifa.com/team/111527/qatar/
,New Zealand,111473,66,67,64,65,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,2,23,24.45,,https://sofifa.com/team/111473/new-zealand/
