Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Scotland,1359,76,72,74,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,30,26.09,,https://sofifa.com/team/1359/scotland/
,Uruguay,1377,76,74,72,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,30,24.73,,https://sofifa.com/team/1377/uruguay/
,Republic of Ireland,1355,75,71,72,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,30,27.45,,https://sofifa.com/team/1355/republic-of-ireland/
,Paraguay,1375,75,77,70,72,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,8,30,27.55,,https://sofifa.com/team/1375/paraguay/
,Cameroon,1395,75,72,73,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,30,25.82,,https://sofifa.com/team/1395/cameroon/
,Bulgaria,1327,74,72,71,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,9,30,26.73,,https://sofifa.com/team/1327/bulgaria/
,Norway,1352,74,74,72,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,30,26.73,,https://sofifa.com/team/1352/norway/
,Poland,1353,74,67,69,65,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,30,25.73,,https://sofifa.com/team/1353/poland/
,Ukraine,1366,74,71,69,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,14,30,27.45,,https://sofifa.com/team/1366/ukraine/
,Australia,1415,74,72,70,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,11,30,30.0,,https://sofifa.com/team/1415/australia/
,Austria,1322,73,71,69,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,30,24.73,,https://sofifa.com/team/1322/austria/
,Belgium,1325,73,72,72,73,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,30,22.82,,https://sofifa.com/team/1325/belgium/
,United States,1387,73,73,69,70,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,12,30,25.91,,https://sofifa.com/team/1387/united-states/
,South Africa,111099,72,70,68,66,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,8,30,24.73,,https://sofifa.com/team/111099/south-africa/
,Finland,1334,71,66,66,69,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,6,30,28.55,,https://sofifa.com/team/1334/finland/
,Hungary,1886,71,62,70,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,7,30,26.73,,https://sofifa.com/team/1886/hungary/
,Slovenia,1361,70,70,67,66,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,5,30,24.82,,https://sofifa.com/team/1361/slovenia/
,Ecuador,111465,70,67,67,64,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,9,30,28.27,,https://sofifa.com/team/111465/ecuador/
,Korea Republic,974,70,69,67,66,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,30,26.36,,https://sofifa.com/team/974/korea-republic/
,Northern Ireland,110081,69,66,66,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,5,30,26.64,,https://sofifa.com/team/110081/northern-ireland/
,China PR,1413,65,61,62,62,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,4,30,26.36,,https://sofifa.com/team/1413/china-pr/
,New Zealand,111473,60,59,54,56,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,6,30,27.91,,https://sofifa.com/team/111473/new-zealand/
