Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Uruguay,1377,76,82,75,76,€0,€0,Fast,Normal,Mixed,Organised,Little,Normal,Lots,Organised,Press,Deep,Normal,Cover,20,12,23,28.09,,https://sofifa.com/team/1377/uruguay/
,Chile,111459,76,77,75,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,25.55,,https://sofifa.com/team/111459/chile/
,Czechia,1330,75,73,74,73,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,14,23,26.36,,https://sofifa.com/team/1330/czechia/
,Poland,1353,75,77,73,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,26.18,,https://sofifa.com/team/1353/poland/
,Sweden,1363,75,77,74,74,€0,€0,Balanced,Normal,Short,Organised,Normal,Safe,Lots,Organised,Press,Medium,Normal,Cover,20,11,23,27.64,,https://sofifa.com/team/1363/sweden/
,Cameroon,1395,75,75,73,76,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,25.55,,https://sofifa.com/team/1395/cameroon/
,Denmark,1331,74,75,74,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,24.09,,https://sofifa.com/team/1331/denmark/
,Greece,1338,74,76,72,76,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,20,13,23,25.64,,https://sofifa.com/team/1338/greece/
,Paraguay,1375,74,78,73,70,€0,€0,Slow,Lots,Mixed,Organised,Little,Safe,Normal,Organised,Press,Deep,Normal,Cover,20,8,23,30.73,,https://sofifa.com/team/1375/paraguay/
,Mexico,1386,74,78,73,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,15,23,25.82,,https://sofifa.com/team/1386/mexico/
,United States,1387,74,75,72,71,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,27.45,,https://sofifa.com/team/1387/united-states/
,Austria,1322,73,72,74,71,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,25.0,,https://sofifa.com/team/1322/austria/
,Republic of Ireland,1355,73,75,75,73,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,27.82,,https://sofifa.com/team/1355/republic-of-ireland/
,Romania,1356,73,73,72,71,€0,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,26.09,,https://sofifa.com/team/1356/romania/
,Scotland,1359,73,75,74,68,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,9,23,26.0,,https://sofifa.com/team/1359/scotland/
,Slovenia,1361,73,71,73,71,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,26.36,,https://sofifa.com/team/1361/slovenia/
,Wales,1367,73,70,74,72,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,8,23,24.64,,https://sofifa.com/team/1367/wales/
,Peru,111108,72,77,69,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,6,23,26.91,,https://sofifa.com/team/111108/peru/
,Norway,1352,72,71,73,70,€0,€0,Fast,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Deep,Normal,Cover,20,9,23,24.91,,https://sofifa.com/team/1352/norway/
,Ecuador,111465,72,73,73,67,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,7,23,26.0,,https://sofifa.com/team/111465/ecuador/
,Korea Republic,974,72,75,71,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,24.27,,https://sofifa.com/team/974/korea-republic/
,Venezuela,111487,71,72,69,72,€0,€0,Slow,Normal,Short,Organised,Little,Safe,Little,Organised,Press,Deep,Normal,Cover,20,5,23,28.09,,https://sofifa.com/team/111487/venezuela/
,Northern Ireland,110081,70,71,69,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,5,23,27.18,,https://sofifa.com/team/110081/northern-ireland/
,Egypt,111130,69,70,67,64,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,25.18,,https://sofifa.com/team/111130/egypt/
,Finland,1334,69,68,71,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,20,6,23,26.73,,https://sofifa.com/team/1334/finland/
,Hungary,1886,69,69,67,67,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,7,23,26.09,,https://sofifa.com/team/1886/hungary/
,Australia,1415,69,72,70,65,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Safe,Little,Organised,Press,Medium,Normal,Cover,20,11,23,25.91,,https://sofifa.com/team/1415/australia/
,South Africa,111099,69,65,69,69,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,8,23,23.27,,https://sofifa.com/team/111099/south-africa/
,Bulgaria,1327,68,66,69,67,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Contain,Medium,Normal,Cover,20,10,23,26.27,,https://sofifa.com/team/1327/bulgaria/
,New Zealand,111473,65,65,55,64,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Little,Organised,Press,Deep,Normal,Cover,20,6,23,22.73,,https://sofifa.com/team/111473/new-zealand/
,Bolivia,111451,63,68,57,63,€0,€0,Slow,Normal,Short,Organised,Little,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,2,23,25.27,,https://sofifa.com/team/111451/bolivia/
,India,111466,57,59,54,53,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,20,1,23,24.82,,https://sofifa.com/team/111466/india/
