Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,Unnamed: 26,href,country
,Juventus  Serie A,45,80,83,80,73,€85M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,18,25,28.0,26.92,,https://sofifa.com/team/45/juventus/,Italy
,Olympique Lyonnais  Ligue 1,66,80,80,77,78,€45M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,17,25,25.64,25.64,,https://sofifa.com/team/66/olympique-lyonnais/,France
,Sevilla FC  La Liga,481,80,82,75,77,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,16,25,26.91,25.92,,https://sofifa.com/team/481/sevilla-fc/,Spain
,SV Werder Bremen  Bundesliga,38,79,71,79,77,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,16,25,25.09,24.16,,https://sofifa.com/team/38/sv-werder-bremen/,Germany
,Roma  Serie A,52,79,82,76,76,€50M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,16,25,26.91,26.28,,https://sofifa.com/team/52/roma/,Italy
,Atlético Madrid  La Liga,240,79,81,76,77,€6M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,13,25,25.73,25.12,,https://sofifa.com/team/240/atletico-madrid/,Spain
,Tottenham Hotspur  Premier League,18,78,85,77,74,€30M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,14,25,24.91,24.08,,https://sofifa.com/team/18/tottenham-hotspur/,England
,VfB Stuttgart  Bundesliga,36,78,74,72,73,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,13,25,25.91,24.48,,https://sofifa.com/team/36/vfb-stuttgart/,Germany
,Newcastle United  Premier League,13,77,80,70,74,€45M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,14,25,26.27,25.32,,https://sofifa.com/team/13/newcastle-united/,England
,FC Schalke 04  Bundesliga,34,77,78,74,76,€35M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,16,25,24.64,25.56,,https://sofifa.com/team/34/fc-schalke-04/,Germany
,Villarreal CF  La Liga,483,77,79,76,75,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,14,22,27.09,26.73,,https://sofifa.com/team/483/villarreal-cf/,Spain
,FC Porto  Primeira Liga,236,77,75,77,74,€12M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,15,25,25.73,25.0,,https://sofifa.com/team/236/fc-porto/,Portugal
,Real Zaragoza  La Liga,244,77,80,74,75,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,12,24,28.27,26.83,,https://sofifa.com/team/244/real-zaragoza/,Spain
,Blackburn Rovers  Premier League,3,76,77,74,73,€27.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,13,25,26.82,25.96,,https://sofifa.com/team/3/blackburn-rovers/,England
,Everton  Premier League,7,76,79,76,76,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,14,25,25.91,25.2,,https://sofifa.com/team/7/everton/,England
,West Ham United  Premier League,19,76,77,76,74,€37.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,13,25,26.82,26.4,,https://sofifa.com/team/19/west-ham-united/,England
,Borussia Dortmund  Bundesliga,22,76,77,75,71,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,13,25,26.45,25.72,,https://sofifa.com/team/22/borussia-dortmund/,Germany
,Hamburger SV  Bundesliga,28,76,69,70,74,€9M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,13,25,24.82,23.6,,https://sofifa.com/team/28/hamburger-sv/,Germany
,Fiorentina  Serie A,110374,76,71,71,74,€8.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,13,25,25.64,24.92,,https://sofifa.com/team/110374/fiorentina/,Italy
,Palermo FC  Serie A,1843,76,73,70,66,€10M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,23,28.45,25.3,,https://sofifa.com/team/1843/palermo-fc/,Italy
,Getafe CF  La Liga,1860,76,76,74,77,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,8,25,27.0,25.6,,https://sofifa.com/team/1860/getafe-cf/,Spain
,Celtic  Premiership,78,76,81,79,74,€32.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,14,25,25.82,25.44,,https://sofifa.com/team/78/celtic/,Scotland
,RCD Espanyol  La Liga,452,76,77,74,72,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,11,25,24.82,24.92,,https://sofifa.com/team/452/rcd-espanyol/,Spain
,Olympique de Marseille  Ligue 1,219,76,74,72,76,€17M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,15,25,24.36,24.24,,https://sofifa.com/team/219/olympique-de-marseille/,France
,Portsmouth  Premier League,1790,76,81,73,73,€30M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,11,25,26.73,26.2,,https://sofifa.com/team/1790/portsmouth/,England
,Aston Villa  Premier League,2,75,76,70,74,€37.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,13,25,25.0,24.04,,https://sofifa.com/team/2/aston-villa/,England
,Bolton Wanderers  Premier League,4,75,75,72,73,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,12,25,27.09,25.84,,https://sofifa.com/team/4/bolton-wanderers/,England
,Manchester City  Premier League,10,75,75,73,75,€35M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,11,25,23.82,23.36,,https://sofifa.com/team/10/manchester-city/,England
,Middlesbrough  Premier League,12,75,77,74,68,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,12,25,25.55,24.28,,https://sofifa.com/team/12/middlesbrough/,England
,Bayer 04 Leverkusen  Bundesliga,32,75,66,76,74,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,14,25,25.36,24.16,,https://sofifa.com/team/32/bayer-04-leverkusen/,Germany
,Lazio  Serie A,46,75,77,74,74,€18M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,11,25,28.55,26.72,,https://sofifa.com/team/46/lazio/,Italy
,FC Girondins de Bordeaux  Ligue 1,59,75,74,73,69,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,12,25,26.64,24.72,,https://sofifa.com/team/59/fc-girondins-de-bordeaux/,France
,Paris Saint-Germain  Ligue 1,73,75,72,70,69,€13M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,14,24,26.55,23.88,,https://sofifa.com/team/73/paris-saint-germain/,France
,1. FC Nürnberg  Bundesliga,171,75,75,72,73,€4.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,25,27.18,25.92,,https://sofifa.com/team/171/1-fc-nurnberg/,Germany
,Real Betis Balompié  La Liga,449,75,80,72,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,12,25,26.27,25.6,,https://sofifa.com/team/449/real-betis-balompie/,Spain
,CA Osasuna  La Liga,479,75,72,73,71,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,25,27.27,24.88,,https://sofifa.com/team/479/ca-osasuna/,Spain
,Hannover 96  Bundesliga,485,75,73,72,77,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,9,25,27.36,27.76,,https://sofifa.com/team/485/hannover-96/,Germany
,SL Benfica  Primeira Liga,234,75,74,72,73,€7M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,13,25,27.64,25.4,,https://sofifa.com/team/234/sl-benfica/,Portugal
,Sporting CP  Primeira Liga,237,75,77,73,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,12,25,23.91,23.84,,https://sofifa.com/team/237/sporting-cp/,Portugal
,RC Deportivo de La Coruña  La Liga,242,75,75,73,74,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,13,25,25.27,25.0,,https://sofifa.com/team/242/rc-deportivo-de-la-coruna/,Spain
,Reading FC  Premier League,1793,74,75,71,73,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,25,28.09,25.76,,https://sofifa.com/team/1793/reading-fc/,England
,Olympiacos FC  Super League,280,74,71,76,70,€3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,12,25,29.18,26.8,,https://sofifa.com/team/280/olympiacos-fc/,Greece
,AS Saint-Étienne  Ligue 1,1819,74,68,69,74,€9M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,11,25,24.91,23.4,,https://sofifa.com/team/1819/as-saint-etienne/,France
,Livorno  Serie A,1844,74,68,68,76,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,7,25,29.73,28.52,,https://sofifa.com/team/1844/livorno/,Italy
,Torino  Serie A,54,74,78,76,72,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,10,25,28.55,27.68,,https://sofifa.com/team/54/torino/,Italy
,Levante UD  La Liga,1853,74,76,73,70,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,8,22,28.36,27.41,,https://sofifa.com/team/1853/levante-ud/,Spain
,RC Lens  Ligue 1,64,74,68,69,72,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,25,26.73,24.92,,https://sofifa.com/team/64/rc-lens/,France
,Galatasaray SK  Süper Lig,325,74,75,72,71,€10.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,14,23,25.91,25.43,,https://sofifa.com/team/325/galatasaray-sk/,Türkiye
,Fenerbahçe SK  Süper Lig,326,74,73,73,74,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,23,27.09,25.83,,https://sofifa.com/team/326/fenerbahce-sk/,Türkiye
,Stade Rennais FC  Ligue 1,74,74,67,71,68,€10M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,9,25,27.36,24.8,,https://sofifa.com/team/74/stade-rennais-fc/,France
,Fulham FC  Premier League,144,74,77,75,72,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,11,25,27.27,28.32,,https://sofifa.com/team/144/fulham-fc/,England
,VfL Wolfsburg  Bundesliga,175,74,69,72,72,€7M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,25,24.73,25.16,,https://sofifa.com/team/175/vfl-wolfsburg/,Germany
,RCD Mallorca  La Liga,453,74,74,74,74,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,11,25,27.0,25.4,,https://sofifa.com/team/453/rcd-mallorca/,Spain
,Racing Santander  La Liga,456,74,75,72,70,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,25,27.36,25.64,,https://sofifa.com/team/456/racing-santander/,Spain
,Botafogo  Série A,517,73,70,71,71,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,7,25,27.36,25.36,,https://sofifa.com/team/517/botafogo/,Brazil
,Toulouse FC  Ligue 1,1809,73,72,69,70,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,8,25,26.18,24.8,,https://sofifa.com/team/1809/toulouse-fc/,France
,Santos  Série A,1053,73,71,68,71,€4M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,9,25,24.64,23.4,,https://sofifa.com/team/1053/santos/,Brazil
,Eintracht Frankfurt  Bundesliga,1824,73,70,66,74,€4.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,25,25.64,24.8,,https://sofifa.com/team/1824/eintracht-frankfurt/,Germany
,Sampdoria  Serie A,1837,73,74,72,64,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,12,24,28.82,26.33,,https://sofifa.com/team/1837/sampdoria/,Italy
,Udinese  Serie A,55,73,77,70,69,€6M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,10,25,23.73,23.44,,https://sofifa.com/team/55/udinese/,Italy
,RC Recreativo de Huelva  La Liga,571,73,75,73,71,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,8,25,26.09,26.08,,https://sofifa.com/team/571/rc-recreativo-de-huelva/,Spain
,AS Monaco  Ligue 1,69,73,75,69,69,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,15,25,26.36,23.88,,https://sofifa.com/team/69/as-monaco/,France
,Beşiktaş JK  Süper Lig,327,73,73,70,72,€16M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,12,23,26.45,25.78,,https://sofifa.com/team/327/besiktas-jk/,Türkiye
,Boca Juniors  Liga Profesional de Fútbol,1877,73,72,74,66,€3.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,25,26.27,24.36,,https://sofifa.com/team/1877/boca-juniors/,Argentina
,Rangers FC  Premiership,86,73,75,77,72,€12.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,13,25,27.36,25.48,,https://sofifa.com/team/86/rangers-fc/,Scotland
,São Paulo  Série A,598,73,77,71,71,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,10,25,26.27,25.6,,https://sofifa.com/team/598/sao-paulo/,Brazil
,Club América  Liga MX,1879,73,70,67,72,€2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,25,27.27,24.76,,https://sofifa.com/team/1879/club-america/,Mexico
,Hertha BSC  Bundesliga,166,73,71,65,73,€3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,11,25,25.55,24.76,,https://sofifa.com/team/166/hertha-bsc/,Germany
,RSC Anderlecht  Pro League,229,73,74,75,69,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,25,26.91,25.6,,https://sofifa.com/team/229/rsc-anderlecht/,Belgium
,Ajax  Eredivisie,245,73,75,70,69,€10.7M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,15,25,25.18,25.44,,https://sofifa.com/team/245/ajax/,Netherlands
,PSV  Eredivisie,247,73,74,71,67,€9.1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,15,25,24.09,24.24,,https://sofifa.com/team/247/psv/,Netherlands
,Cruz Azul  Liga MX,1878,72,67,72,68,€1.8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,8,25,24.73,25.08,,https://sofifa.com/team/1878/cruz-azul/,Mexico
,Birmingham City  Premier League,88,72,76,74,70,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,25,24.09,25.24,,https://sofifa.com/team/88/birmingham-city/,England
,Wigan Athletic  Premier League,1917,72,74,70,73,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,25,27.27,26.96,,https://sofifa.com/team/1917/wigan-athletic/,England
,Athletic Club  La Liga,448,72,72,71,71,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,13,25,25.82,26.04,,https://sofifa.com/team/448/athletic-club/,Spain
,RC Celta  La Liga 2,450,72,73,67,69,€6M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,11,25,24.27,24.16,,https://sofifa.com/team/450/rc-celta/,Spain
,Real Valladolid CF  La Liga,462,72,76,72,72,€600K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,7,23,26.91,27.7,,https://sofifa.com/team/462/real-valladolid-cf/,Spain
,Genoa  Serie A,110556,72,75,67,68,€4.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,9,25,26.82,25.88,,https://sofifa.com/team/110556/genoa/,Italy
,Feyenoord  Eredivisie,246,72,75,68,72,€8.2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,12,25,27.64,24.4,,https://sofifa.com/team/246/feyenoord/,Netherlands
,AEK Athens  Super League,278,71,71,70,68,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,10,25,28.73,25.8,,https://sofifa.com/team/278/aek-athens/,Greece
,Cruzeiro  Série A,568,71,72,69,67,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,8,25,23.0,22.92,,https://sofifa.com/team/568/cruzeiro/,Brazil
,AJ Auxerre  Ligue 1,57,71,63,74,67,€10M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,10,25,25.91,23.52,,https://sofifa.com/team/57/aj-auxerre/,France
,Real Murcia CF  La Liga,1855,71,73,72,71,€500K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,5,23,26.64,27.48,,https://sofifa.com/team/1855/real-murcia-cf/,Spain
,Lille OSC  Ligue 1,65,71,74,69,66,€13M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,12,25,24.45,24.0,,https://sofifa.com/team/65/lille-osc/,France
,Pachuca  Liga MX,110147,71,73,68,66,€850K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,9,25,27.18,25.12,,https://sofifa.com/team/110147/pachuca/,Mexico
,OGC Nice  Ligue 1,72,71,71,64,67,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,11,8,25,28.09,25.8,,https://sofifa.com/team/72/ogc-nice/,France
,River Plate  Liga Profesional de Fútbol,1876,71,75,66,70,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,25,25.0,24.08,,https://sofifa.com/team/1876/river-plate/,Argentina
,Grêmio  Série A,1629,71,72,69,70,€2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,8,25,26.73,25.48,,https://sofifa.com/team/1629/gremio/,Brazil
,Sporting Clube de Braga  Primeira Liga,1896,71,69,70,69,€700K,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,6,25,28.36,26.72,,https://sofifa.com/team/1896/sporting-clube-de-braga/,Portugal
,Sunderland  Premier League,106,71,71,72,67,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,10,25,24.18,24.88,,https://sofifa.com/team/106/sunderland/,England
,Alkmaar Zaanstreek  Eredivisie,1906,71,72,68,70,€8.7M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,12,25,23.09,22.56,,https://sofifa.com/team/1906/alkmaar-zaanstreek/,Netherlands
,Palmeiras  Série A,383,71,70,71,69,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,8,25,27.0,25.32,,https://sofifa.com/team/383/palmeiras/,Brazil
,DSC Arminia Bielefeld  Bundesliga,159,71,72,70,71,€2.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,25,29.82,26.76,,https://sofifa.com/team/159/dsc-arminia-bielefeld/,Germany
,VfL Bochum 1848  Bundesliga,160,71,70,72,70,€2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,25,27.09,26.84,,https://sofifa.com/team/160/vfl-bochum-1848/,Germany
,Trabzonspor  Süper Lig,436,71,67,73,69,€11M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,10,23,26.0,26.17,,https://sofifa.com/team/436/trabzonspor/,Türkiye
,FC Red Bull Salzburg  Bundesliga,191,71,71,70,69,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,11,23,27.73,27.96,,https://sofifa.com/team/191/fc-red-bull-salzburg/,Austria
,Le Mans FC  Ligue 1,1739,71,68,68,70,€5.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,6,25,23.0,22.64,,https://sofifa.com/team/1739/le-mans-fc/,France
,Monterrey  Liga MX,1032,70,69,70,67,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,6,25,27.36,25.52,,https://sofifa.com/team/1032/monterrey/,Mexico
,Atlético Mineiro  Série A,1035,70,73,70,70,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,7,25,25.18,24.32,,https://sofifa.com/team/1035/atletico-mineiro/,Brazil
,Flamengo  Série A,1043,70,71,71,68,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,10,25,25.45,23.8,,https://sofifa.com/team/1043/flamengo/,Brazil
,Internacional  Série A,1048,70,73,70,68,€3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,9,25,27.55,25.92,,https://sofifa.com/team/1048/internacional/,Brazil
,Catania  Serie A,110364,70,69,64,67,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,7,25,27.45,26.68,,https://sofifa.com/team/110364/catania/,Italy
,MSV Duisburg  Bundesliga,1825,70,69,71,70,€2M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,25,27.18,26.84,,https://sofifa.com/team/1825/msv-duisburg/,Germany
,Atalanta  Serie A,39,70,70,71,69,€3.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,9,22,27.91,26.68,,https://sofifa.com/team/39/atalanta/,Italy
,Karlsruher SC  Bundesliga,1832,70,71,66,66,€1.3M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,25,26.0,24.52,,https://sofifa.com/team/1832/karlsruher-sc/,Germany
,Siena  Serie A,1838,70,70,68,68,€1.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,25,28.82,26.96,,https://sofifa.com/team/1838/siena/,Italy
