Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,Unnamed: 26,href,country
,West Ham United  Premier League,19,77,79,76,74,€63.2M,€1.3B,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,7,5,33,26.55,24.21,,https://sofifa.com/team/19/west-ham-united/,England
,Eintracht Frankfurt  Bundesliga,1824,77,76,77,75,€12.5M,€186.8M,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Wide,Cover,4,4,33,25.64,24.21,,https://sofifa.com/team/1824/eintracht-frankfurt/,Germany
,Fiorentina  Serie A,110374,77,76,78,77,€19.5M,€202M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,8,6,28,25.55,23.07,,https://sofifa.com/team/110374/fiorentina/,Italy
,Torino  Serie A,54,77,79,77,77,€12M,€117M,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Deep,Narrow,Cover,6,4,25,28.82,25.52,,https://sofifa.com/team/54/torino/,Italy
,Galatasaray SK  Süper Lig,325,77,77,77,76,€21M,€196M,Fast,Lots,Long,Organised,Lots,Normal,Normal,Free form,Contain,Deep,Narrow,Cover,10,7,30,28.45,26.23,,https://sofifa.com/team/325/galatasaray-sk/,Türkiye
,Fenerbahçe SK  Süper Lig,326,77,79,78,76,€23M,€221.7M,Balanced,Normal,Mixed,Organised,Lots,Safe,Normal,Free form,Press,Medium,Normal,Cover,10,7,28,29.45,26.61,,https://sofifa.com/team/326/fenerbahce-sk/,Türkiye
,OGC Nice  Ligue 1,72,77,78,77,76,€9.5M,€60M,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,6,3,32,24.64,22.63,,https://sofifa.com/team/72/ogc-nice/,France
,Spartak Moscow  Premier League,100767,77,78,78,76,€27.6M,€300M,Balanced,Lots,Mixed,Organised,Lots,Normal,Normal,Free form,Press,High,Normal,Cover,10,5,30,27.45,25.03,,https://sofifa.com/team/100767/spartak-moscow/,Russia
,Zenit  Premier League,100769,77,75,76,78,€35.7M,€350M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,7,30,27.18,24.37,,https://sofifa.com/team/100769/zenit/,Russia
,Hertha BSC  Bundesliga,166,77,75,77,77,€8M,€152M,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Press,High,Normal,Cover,6,4,29,25.45,23.55,,https://sofifa.com/team/166/hertha-bsc/,Germany
,VfL Wolfsburg  Bundesliga,175,77,77,79,75,€42M,€420.1M,Balanced,Normal,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Medium,Wide,Cover,7,6,33,24.36,22.94,,https://sofifa.com/team/175/vfl-wolfsburg/,Germany
,Shakhtar Donetsk  Premier League,101059,77,75,78,76,€18.6M,€300M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,8,28,27.09,24.75,,https://sofifa.com/team/101059/shakhtar-donetsk/,Ukraine
,SD Eibar  La Liga,467,77,77,78,75,€5.4M,€29M,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,3,1,32,28.0,25.78,,https://sofifa.com/team/467/sd-eibar/,Spain
,RC Deportivo de La Coruña  La Liga,242,77,79,77,77,€9.5M,€100M,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,4,3,33,29.09,25.09,,https://sofifa.com/team/242/rc-deportivo-de-la-coruna/,Spain
,Crystal Palace  Premier League,1799,76,79,76,76,€45.8M,€660M,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,4,4,33,26.73,25.0,,https://sofifa.com/team/1799/crystal-palace/,England
,Stoke City  Premier League,1806,76,75,76,76,€48.3M,€740M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Double,High,Normal,Cover,6,4,33,26.91,25.24,,https://sofifa.com/team/1806/stoke-city/,England
,Southampton  Premier League,17,76,76,77,75,€50.5M,€1.1B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,7,5,33,25.18,23.88,,https://sofifa.com/team/17/southampton/,England
,AS Saint-Étienne  Ligue 1,1819,76,75,75,76,€9.5M,€70M,Balanced,Normal,Long,Organised,Normal,Normal,Lots,Organised,Press,High,Normal,Offside trap,7,3,30,27.82,24.2,,https://sofifa.com/team/1819/as-saint-etienne/,France
,1. FC Köln  Bundesliga,31,76,75,77,75,€14.5M,€218.8M,Fast,Normal,Long,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,5,4,33,24.45,23.7,,https://sofifa.com/team/31/1-fc-koln/,Germany
,SV Werder Bremen  Bundesliga,38,76,77,77,75,€7M,€144.6M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Wide,Cover,4,4,26,25.18,25.31,,https://sofifa.com/team/38/sv-werder-bremen/,Germany
,Atalanta  Serie A,39,76,78,75,78,€8M,€92M,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,5,4,26,26.0,23.58,,https://sofifa.com/team/39/atalanta/,Italy
,FC Krasnodar  Premier League,112218,76,79,76,75,€16.8M,€180M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,6,30,26.55,24.63,,https://sofifa.com/team/112218/fc-krasnodar/,Russia
,Sporting Clube de Braga  Primeira Liga,1896,76,76,76,76,€8.5M,€50M,Balanced,Normal,Mixed,Organised,Normal,Safe,Little,Organised,Press,High,Narrow,Cover,8,6,28,24.73,24.07,,https://sofifa.com/team/1896/sporting-clube-de-braga/,Portugal
,West Bromwich Albion  Premier League,109,76,79,75,77,€41.1M,€650M,Fast,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Contain,Deep,Narrow,Cover,5,4,33,28.36,25.42,,https://sofifa.com/team/109/west-bromwich-albion/,England
,Medipol Başakşehir FK  Süper Lig,101014,76,76,76,75,€7.5M,€26M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,High,Wide,Cover,7,4,26,30.55,28.88,,https://sofifa.com/team/101014/medipol-basaksehir-fk/,Türkiye
,AFC Bournemouth  Premier League,1943,76,76,75,75,€41.3M,€525M,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,3,3,31,25.82,24.48,,https://sofifa.com/team/1943/afc-bournemouth/,England
,FC Lokomotiv  Premier League,100765,76,77,77,76,€15.7M,€180M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Double,High,Normal,Cover,8,6,28,28.36,26.64,,https://sofifa.com/team/100765/fc-lokomotiv/,Russia
,Bologna  Serie A,189,76,77,75,74,€13M,€85M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,High,Wide,Cover,6,4,29,27.27,24.93,,https://sofifa.com/team/189/bologna/,Italy
,Genoa  Serie A,110556,76,76,75,75,€10M,€117M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,4,30,28.18,26.57,,https://sofifa.com/team/110556/genoa/,Italy
,Ajax  Eredivisie,245,76,76,77,74,€20M,€334M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,7,30,22.36,21.87,,https://sofifa.com/team/245/ajax/,Netherlands
,Feyenoord  Eredivisie,246,76,76,76,75,€12M,€131M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,9,5,29,26.0,22.45,,https://sofifa.com/team/246/feyenoord/,Netherlands
,Newcastle United  Premier League,13,75,76,75,76,€34.1M,€615M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,3,33,25.18,23.97,,https://sofifa.com/team/13/newcastle-united/,England
,Independiente  Liga Profesional de Fútbol,110093,75,75,75,74,€9M,€56.8M,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,9,5,28,26.73,25.75,,https://sofifa.com/team/110093/independiente/,Argentina
,Brighton & Hove Albion  Premier League,1808,75,74,76,74,€31.6M,€435M,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,2,1,33,26.64,25.27,,https://sofifa.com/team/1808/brighton-hove-albion/,England
,Olympiacos FC  Super League,280,75,75,75,73,€15M,€171M,Balanced,Little,Mixed,Organised,Lots,Safe,Normal,Organised,Press,Medium,Normal,Cover,10,6,26,27.0,24.88,,https://sofifa.com/team/280/olympiacos-fc/,Greece
,CD Leganés  La Liga,100888,75,74,75,74,€3.8M,€10.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Narrow,Cover,1,1,30,27.55,26.17,,https://sofifa.com/team/100888/cd-leganes/,Spain
,VfB Stuttgart  Bundesliga,36,75,76,75,75,€11M,€219.7M,Balanced,Little,Mixed,Organised,Little,Normal,Little,Organised,Press,High,Narrow,Cover,3,4,25,26.0,24.12,,https://sofifa.com/team/36/vfb-stuttgart/,Germany
,Sampdoria  Serie A,1837,75,77,76,74,€14M,€157M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Offside trap,6,4,25,26.64,24.88,,https://sofifa.com/team/1837/sampdoria/,Italy
,FC Augsburg  Bundesliga,100409,75,78,74,75,€9.5M,€118.3M,Balanced,Little,Mixed,Organised,Little,Normal,Normal,Organised,Press,Medium,Normal,Cover,2,4,27,26.27,25.07,,https://sofifa.com/team/100409/fc-augsburg/,Germany
,FC Girondins de Bordeaux  Ligue 1,59,75,76,75,74,€9M,€65M,Fast,Lots,Long,Organised,Normal,Normal,Lots,Organised,Contain,Deep,Narrow,Cover,5,3,33,23.73,22.88,,https://sofifa.com/team/59/fc-girondins-de-bordeaux/,France
,Málaga CF  La Liga,573,75,75,75,75,€9.4M,€105M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,2,33,26.91,24.97,,https://sofifa.com/team/573/malaga-cf/,Spain
,Levante UD  La Liga,1853,75,75,76,75,€6.5M,€39.7M,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Contain,Deep,Narrow,Cover,5,1,33,25.36,24.09,,https://sofifa.com/team/1853/levante-ud/,Spain
,River Plate  Liga Profesional de Fútbol,1876,75,75,77,73,€13M,€102.7M,Fast,Lots,Long,Organised,Lots,Risky,Lots,Free form,Double,Medium,Normal,Cover,10,9,28,28.36,27.11,,https://sofifa.com/team/1876/river-plate/,Argentina
,Boca Juniors  Liga Profesional de Fútbol,1877,75,76,76,74,€14.5M,€107.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,8,28,25.55,24.43,,https://sofifa.com/team/1877/boca-juniors/,Argentina
,Sassuolo  Serie A,111974,75,76,72,76,€13M,€94M,Balanced,Normal,Mixed,Organised,Little,Safe,Little,Organised,Press,Medium,Normal,Cover,6,4,26,24.73,24.62,,https://sofifa.com/team/111974/sassuolo/,Italy
,Swansea City  Premier League,1960,75,76,75,74,€45M,€640M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,4,33,26.82,24.82,,https://sofifa.com/team/1960/swansea-city/,England
,1. FSV Mainz 05  Bundesliga,169,75,76,75,74,€9.1M,€119M,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,4,4,26,24.64,24.35,,https://sofifa.com/team/169/1-fsv-mainz-05/,Germany
,Tigres UANL  Liga MX,1970,75,78,75,72,€18M,€205M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,High,Normal,Cover,10,7,30,29.45,25.53,,https://sofifa.com/team/1970/tigres-uanl/,Mexico
,AC ChievoVerona  Serie A,192,75,76,76,73,€4.6M,€67M,Fast,Normal,Long,Organised,Lots,Normal,Lots,Organised,Double,High,Normal,Cover,4,3,27,30.18,26.78,,https://sofifa.com/team/192/ac-chievoverona/,Italy
,Deportivo Alavés  La Liga,463,75,77,75,74,€4.4M,€13M,Balanced,Normal,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Medium,Wide,Cover,1,1,30,24.64,24.13,,https://sofifa.com/team/463/deportivo-alaves/,Spain
,UD Las Palmas  La Liga,472,75,77,74,75,€5.7M,€38M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Contain,Medium,Normal,Cover,3,1,33,25.82,25.33,,https://sofifa.com/team/472/ud-las-palmas/,Spain
,Hannover 96  Bundesliga,485,75,76,74,75,€10M,€113.1M,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Press,High,Normal,Cover,3,4,32,25.73,24.31,,https://sofifa.com/team/485/hannover-96/,Germany
,Club Brugge KV  Pro League,231,75,73,76,74,€13.5M,€125M,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Narrow,Cover,9,5,27,25.0,24.04,,https://sofifa.com/team/231/club-brugge-kv/,Belgium
,Girona FC  La Liga,110062,75,79,76,75,€2.6M,€6.4M,Balanced,Normal,Mixed,Organised,Normal,Safe,Little,Organised,Contain,Medium,Narrow,Cover,1,1,30,25.36,23.9,,https://sofifa.com/team/110062/girona-fc/,Spain
,PSV  Eredivisie,247,75,75,75,75,€15M,€190M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,6,28,23.64,21.46,,https://sofifa.com/team/247/psv/,Netherlands
,Monterrey  Liga MX,1032,74,75,74,73,€17.5M,€165M,Fast,Normal,Long,Organised,Normal,Risky,Normal,Free form,Press,Medium,Normal,Cover,9,9,26,27.09,25.15,,https://sofifa.com/team/1032/monterrey/,Mexico
,Toulouse FC  Ligue 1,1809,74,73,74,74,€6M,€35M,Fast,Normal,Long,Organised,Normal,Normal,Lots,Organised,Press,Medium,Wide,Cover,3,1,28,23.45,23.46,,https://sofifa.com/team/1809/toulouse-fc/,France
,AEK Athens  Super League,278,74,74,73,73,€2.2M,€5.3M,Balanced,Little,Mixed,Organised,Little,Normal,Normal,Organised,Double,High,Normal,Cover,6,2,28,27.0,25.21,,https://sofifa.com/team/278/aek-athens/,Greece
,Hamburger SV  Bundesliga,28,74,73,73,74,€30M,€289.4M,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Press,High,Normal,Cover,5,4,33,24.0,23.48,,https://sofifa.com/team/28/hamburger-sv/,Germany
,Santos  Série A,1053,74,72,74,75,€6.1M,€68M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,6,5,20,29.0,29.8,,https://sofifa.com/team/1053/santos/,Brazil
,Udinese  Serie A,55,74,75,74,74,€7M,€102M,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Double,High,Wide,Cover,5,4,26,27.18,24.38,,https://sofifa.com/team/55/udinese/,Italy
,PFC CSKA  Premier League,315,74,73,76,70,€15M,€250M,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Double,Medium,Normal,Cover,10,7,20,24.82,23.8,,https://sofifa.com/team/315/pfc-cska/,Russia
,En Avant Guingamp  Ligue 1,62,74,78,74,73,€2M,€27M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,4,2,30,27.91,25.37,,https://sofifa.com/team/62/en-avant-guingamp/,France
,Lille OSC  Ligue 1,65,74,71,74,72,€10.5M,€75M,Fast,Little,Long,Organised,Little,Normal,Lots,Free form,Double,Medium,Normal,Cover,6,4,30,22.18,21.4,,https://sofifa.com/team/65/lille-osc/,France
,Getafe CF  La Liga,1860,74,75,74,75,€4.9M,€30.4M,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Contain,Medium,Normal,Cover,4,2,33,28.36,24.42,,https://sofifa.com/team/1860/getafe-cf/,Spain
,Montpellier HSC  Ligue 1,70,74,73,73,74,€6M,€49M,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Narrow,Cover,5,3,26,25.55,24.35,,https://sofifa.com/team/70/montpellier-hsc/,France
,FC Nantes  Ligue 1,71,74,74,72,76,€5.5M,€38M,Balanced,Normal,Mixed,Organised,Lots,Normal,Little,Organised,Double,Medium,Normal,Cover,4,2,33,25.0,23.48,,https://sofifa.com/team/71/fc-nantes/,France
,Stade Rennais FC  Ligue 1,74,74,76,74,74,€7.5M,€51M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,4,3,30,22.64,23.2,,https://sofifa.com/team/74/stade-rennais-fc/,France
,Celtic  Premiership,78,74,75,75,72,€12.5M,€60M,Balanced,Normal,Mixed,Organised,Little,Safe,Little,Organised,Press,Medium,Normal,Cover,10,4,28,25.36,24.5,,https://sofifa.com/team/78/celtic/,Scotland
