Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,Unnamed: 26,href,country
,Málaga CF  La Liga,573,78,76,79,77,€12M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Normal,Cover,10,15,33,27.27,24.67,,https://sofifa.com/team/573/malaga-cf/,Spain
,Galatasaray SK  Süper Lig,325,78,79,78,75,€15M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Medium,Normal,Cover,20,14,27,27.73,27.15,,https://sofifa.com/team/325/galatasaray-sk/,Türkiye
,SL Benfica  Primeira Liga,234,78,79,78,77,€18M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,16,28,26.09,24.54,,https://sofifa.com/team/234/sl-benfica/,Portugal
,FC Porto  Primeira Liga,236,78,78,79,78,€22M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Medium,Normal,Cover,20,17,27,24.73,22.67,,https://sofifa.com/team/236/fc-porto/,Portugal
,Newcastle United  Premier League,13,77,81,77,77,€17M,€0,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,16,33,26.09,24.03,,https://sofifa.com/team/13/newcastle-united/,England
,Bayer 04 Leverkusen  Bundesliga,32,77,79,74,75,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,16,31,23.82,22.71,,https://sofifa.com/team/32/bayer-04-leverkusen/,Germany
,Roma  Serie A,52,77,80,79,75,€20M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Free form,Press,Medium,Normal,Offside trap,17,18,25,27.09,24.28,,https://sofifa.com/team/52/roma/,Italy
,PFC CSKA  Premier League,315,77,76,77,74,€21.5M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,19,16,28,24.91,23.86,,https://sofifa.com/team/315/pfc-cska/,Russia
,Fulham FC  Premier League,144,77,78,75,75,€13M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,15,33,30.09,25.73,,https://sofifa.com/team/144/fulham-fc/,England
,Everton  Premier League,7,76,74,76,77,€9.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,14,16,33,27.55,23.18,,https://sofifa.com/team/7/everton/,England
,Atlético Mineiro  Série A,1035,76,75,77,75,€9M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,16,9,30,28.55,26.33,,https://sofifa.com/team/1035/atletico-mineiro/,Brazil
,Udinese  Serie A,55,76,76,75,80,€14M,€0,Fast,Little,Mixed,Free form,Lots,Risky,Normal,Free form,Press,Medium,Normal,Cover,15,16,28,26.0,23.79,,https://sofifa.com/team/55/udinese/,Italy
,Lille OSC  Ligue 1,65,76,76,76,76,€15M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,16,25,26.45,25.2,,https://sofifa.com/team/65/lille-osc/,France
,Olympique Lyonnais  Ligue 1,66,76,78,75,76,€16M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,18,18,31,25.27,22.65,,https://sofifa.com/team/66/olympique-lyonnais/,France
,FC Anzhi Makhachkala  Premier League,100766,76,81,77,71,€30M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,15,27,26.45,23.96,,https://sofifa.com/team/100766/fc-anzhi-makhachkala/,Russia
,Spartak Moscow  Premier League,100767,76,77,76,73,€19M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,17,30,25.73,23.9,,https://sofifa.com/team/100767/spartak-moscow/,Russia
,VfL Wolfsburg  Bundesliga,175,76,77,77,74,€25M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Lots,Organised,Press,Medium,Normal,Cover,15,17,26,26.91,24.88,,https://sofifa.com/team/175/vfl-wolfsburg/,Germany
,Athletic Club  La Liga,448,76,79,75,76,€9.5M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Wide,Cover,15,16,33,25.18,22.82,,https://sofifa.com/team/448/athletic-club/,Spain
,Real Sociedad  La Liga,457,76,77,74,75,€3M,€0,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Wide,Cover,16,15,33,24.82,23.09,,https://sofifa.com/team/457/real-sociedad/,Spain
,Olympique de Marseille  Ligue 1,219,76,74,76,75,€12M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,18,33,25.73,23.33,,https://sofifa.com/team/219/olympique-de-marseille/,France
,Sevilla FC  La Liga,481,76,78,74,74,€16M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,19,31,25.09,23.55,,https://sofifa.com/team/481/sevilla-fc/,Spain
,Aston Villa  Premier League,2,75,74,72,71,€12M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,16,33,22.82,23.58,,https://sofifa.com/team/2/aston-villa/,England
,Stoke City  Premier League,1806,75,74,74,75,€15M,€0,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,13,15,30,26.64,24.9,,https://sofifa.com/team/1806/stoke-city/,England
,Queens Park Rangers  Premier League,15,75,77,73,74,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,14,33,27.64,26.67,,https://sofifa.com/team/15/queens-park-rangers/,England
,Corinthians  Série A,1041,75,77,75,70,€11M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,13,30,25.55,25.23,,https://sofifa.com/team/1041/corinthians/,Brazil
,Borussia Mönchengladbach  Bundesliga,23,75,72,75,75,€10M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Little,Free form,Press,Deep,Normal,Cover,15,14,27,24.45,23.22,,https://sofifa.com/team/23/borussia-monchengladbach/,Germany
,AS Saint-Étienne  Ligue 1,1819,75,76,75,73,€6M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,15,29,25.91,23.83,,https://sofifa.com/team/1819/as-saint-etienne/,France
,Hamburger SV  Bundesliga,28,75,74,75,73,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,15,28,24.55,23.61,,https://sofifa.com/team/28/hamburger-sv/,Germany
,Catania  Serie A,110364,75,78,74,74,€7M,€0,Fast,Little,Mixed,Free form,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,11,15,26,28.45,25.62,,https://sofifa.com/team/110364/catania/,Italy
,VfB Stuttgart  Bundesliga,36,75,78,75,74,€7M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,15,30,25.0,23.93,,https://sofifa.com/team/36/vfb-stuttgart/,Germany
,SV Werder Bremen  Bundesliga,38,75,73,74,74,€6M,€0,Fast,Little,Short,Organised,Lots,Risky,Lots,Organised,Press,Medium,Normal,Cover,16,15,31,24.0,22.26,,https://sofifa.com/team/38/sv-werder-bremen/,Germany
,Atalanta  Serie A,39,75,76,75,73,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,14,31,27.0,26.9,,https://sofifa.com/team/39/atalanta/,Italy
,Cagliari  Serie A,1842,75,76,75,73,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,12,14,26,25.64,24.08,,https://sofifa.com/team/1842/cagliari/,Italy
,Getafe CF  La Liga,1860,75,74,75,74,€10M,€0,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,14,33,26.91,25.21,,https://sofifa.com/team/1860/getafe-cf/,Spain
,Sunderland  Premier League,106,75,75,73,74,€16M,€0,Balanced,Little,Mixed,Organised,Little,Normal,Lots,Organised,Press,Medium,Normal,Cover,12,15,33,25.45,23.48,,https://sofifa.com/team/106/sunderland/,England
,Rubin Kazan  Premier League,110227,75,77,76,73,€12.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Contain,Medium,Normal,Cover,17,15,29,26.82,25.14,,https://sofifa.com/team/110227/rubin-kazan/,Russia
,Real Betis Balompié  La Liga,449,75,75,76,74,€3M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,14,33,27.45,24.33,,https://sofifa.com/team/449/real-betis-balompie/,Spain
,Genoa  Serie A,110556,75,73,73,74,€13M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Offside trap,16,15,26,28.55,27.23,,https://sofifa.com/team/110556/genoa/,Italy
,Hannover 96  Bundesliga,485,75,78,74,73,€8M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,14,33,26.09,24.85,,https://sofifa.com/team/485/hannover-96/,Germany
,Sporting CP  Primeira Liga,237,75,75,76,72,€12M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Free form,Press,Medium,Normal,Cover,19,14,30,22.36,21.67,,https://sofifa.com/team/237/sporting-cp/,Portugal
,Ajax  Eredivisie,245,75,74,75,75,€13M,€0,Balanced,Little,Short,Free form,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,20,14,30,22.91,21.63,,https://sofifa.com/team/245/ajax/,Netherlands
,Botafogo  Série A,517,74,71,75,71,€2.5M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,9,30,28.82,23.23,,https://sofifa.com/team/517/botafogo/,Brazil
,West Ham United  Premier League,19,74,75,74,72,€7.5M,€0,Fast,Little,Long,Organised,Lots,Normal,Little,Organised,Press,Deep,Normal,Cover,13,14,33,27.55,24.3,,https://sofifa.com/team/19/west-ham-united/,England
,Olympiacos FC  Super League,280,74,75,74,73,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,20,13,28,27.09,25.11,,https://sofifa.com/team/280/olympiacos-fc/,Greece
,Internacional  Série A,1048,74,76,74,71,€7.5M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,13,30,28.64,25.27,,https://sofifa.com/team/1048/internacional/,Brazil
,Santos  Série A,1053,74,74,73,68,€7.5M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,17,12,30,24.0,24.3,,https://sofifa.com/team/1053/santos/,Brazil
,Eintracht Frankfurt  Bundesliga,1824,74,72,74,73,€4.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,12,26,23.91,23.42,,https://sofifa.com/team/1824/eintracht-frankfurt/,Germany
,TSG 1899 Hoffenheim  Bundesliga,10029,74,74,74,71,€7.5M,€0,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,14,33,22.91,22.88,,https://sofifa.com/team/10029/tsg-1899-hoffenheim/,Germany
,Parma  Serie A,50,74,75,70,73,€9M,€0,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,15,27,26.45,26.19,,https://sofifa.com/team/50/parma/,Italy
,Palermo FC  Serie A,1843,74,76,71,72,€10M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,14,14,25,27.73,25.96,,https://sofifa.com/team/1843/palermo-fc/,Italy
,Torino  Serie A,54,74,73,75,75,€4M,€0,Fast,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Normal,Cover,12,12,25,27.18,24.6,,https://sofifa.com/team/54/torino/,Italy
,Cruzeiro  Série A,568,74,75,74,73,€2M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,17,12,30,25.73,25.27,,https://sofifa.com/team/568/cruzeiro/,Brazil
,FC Girondins de Bordeaux  Ligue 1,59,74,75,72,74,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,16,27,26.18,24.33,,https://sofifa.com/team/59/fc-girondins-de-bordeaux/,France
,Levante UD  La Liga,1853,74,72,74,74,€2.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,9,14,33,27.27,25.55,,https://sofifa.com/team/1853/levante-ud/,Spain
,Montpellier HSC  Ligue 1,70,74,73,74,73,€9M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,11,13,31,26.0,24.81,,https://sofifa.com/team/70/montpellier-hsc/,France
,Stade Rennais FC  Ligue 1,74,74,73,74,73,€11M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,15,30,24.09,23.0,,https://sofifa.com/team/74/stade-rennais-fc/,France
,São Paulo  Série A,598,74,77,74,71,€11M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,19,13,30,26.09,24.13,,https://sofifa.com/team/598/sao-paulo/,Brazil
,Grêmio  Série A,1629,74,77,76,71,€4M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,12,30,26.82,23.47,,https://sofifa.com/team/1629/gremio/,Brazil
,Sporting Clube de Braga  Primeira Liga,1896,74,77,76,72,€2.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,16,13,30,27.36,25.17,,https://sofifa.com/team/1896/sporting-clube-de-braga/,Portugal
,West Bromwich Albion  Premier League,109,74,74,74,71,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,11,14,30,26.73,24.97,,https://sofifa.com/team/109/west-bromwich-albion/,England
,Wigan Athletic  Premier League,1917,74,74,72,72,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,11,14,33,27.18,24.18,,https://sofifa.com/team/1917/wigan-athletic/,England
,FC Lokomotiv  Premier League,100765,74,75,73,73,€12M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,15,29,26.27,24.03,,https://sofifa.com/team/100765/fc-lokomotiv/,Russia
,Swansea City  Premier League,1960,74,74,73,73,€7M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,14,33,25.82,23.85,,https://sofifa.com/team/1960/swansea-city/,England
,Bologna  Serie A,189,74,75,74,72,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,13,14,28,26.09,25.32,,https://sofifa.com/team/189/bologna/,Italy
,AC ChievoVerona  Serie A,192,74,77,73,74,€6M,€0,Balanced,Little,Long,Organised,Normal,Normal,Normal,Free form,Press,Deep,Normal,Cover,11,14,28,28.0,27.04,,https://sofifa.com/team/192/ac-chievoverona/,Italy
,RCD Espanyol  La Liga,452,74,75,73,74,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,16,15,32,26.36,23.94,,https://sofifa.com/team/452/rcd-espanyol/,Spain
,PSV  Eredivisie,247,74,77,75,71,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,19,14,29,24.82,22.28,,https://sofifa.com/team/247/psv/,Netherlands
,Norwich City  Premier League,1792,73,72,73,73,€6.5M,€0,Fast,Little,Long,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,12,33,26.27,23.52,,https://sofifa.com/team/1792/norwich-city/,England
,Southampton  Premier League,17,73,73,74,71,€7.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,11,10,33,23.91,23.36,,https://sofifa.com/team/17/southampton/,England
,Toulouse FC  Ligue 1,1809,73,73,73,75,€6M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,14,27,23.55,22.78,,https://sofifa.com/team/1809/toulouse-fc/,France
,Flamengo  Série A,1043,73,72,73,73,€7.5M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,13,30,26.55,23.93,,https://sofifa.com/team/1043/flamengo/,Brazil
,SC Freiburg  Bundesliga,25,73,71,74,72,€2.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,11,11,29,23.91,22.9,,https://sofifa.com/team/25/sc-freiburg/,Germany
,Sampdoria  Serie A,1837,73,73,72,72,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,14,12,27,24.09,24.85,,https://sofifa.com/team/1837/sampdoria/,Italy
,Fluminense  Série A,567,73,73,70,71,€6.5M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,10,30,26.0,24.2,,https://sofifa.com/team/567/fluminense/,Brazil
,FC Dynamo Moscow  Premier League,312,73,75,74,71,€18M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,16,30,25.91,24.53,,https://sofifa.com/team/312/fc-dynamo-moscow/,Russia
,Boca Juniors  Liga Profesional de Fútbol,1877,73,73,71,68,€3.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,14,30,25.09,23.77,,https://sofifa.com/team/1877/boca-juniors/,Argentina
,FC Twente  Eredivisie,1908,73,73,71,71,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,18,12,30,23.45,23.87,,https://sofifa.com/team/1908/fc-twente/,Netherlands
,1. FSV Mainz 05  Bundesliga,169,73,74,73,73,€4.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,11,30,28.82,25.5,,https://sofifa.com/team/169/1-fsv-mainz-05/,Germany
,1. FC Nürnberg  Bundesliga,171,73,71,72,73,€3.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,13,12,29,27.27,23.24,,https://sofifa.com/team/171/1-fc-nurnberg/,Germany
,Real Valladolid CF  La Liga,462,73,73,74,73,€3M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,11,12,32,26.64,24.25,,https://sofifa.com/team/462/real-valladolid-cf/,Spain
,Rayo Vallecano  La Liga,480,73,74,74,72,€2M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,14,33,25.82,24.64,,https://sofifa.com/team/480/rayo-vallecano/,Spain
,RSC Anderlecht  Pro League,229,73,73,72,72,€6M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,11,28,25.18,23.79,,https://sofifa.com/team/229/rsc-anderlecht/,Belgium
,Granada CF  La Liga,110832,73,73,73,72,€2.5M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Wide,Cover,5,14,33,25.55,24.91,,https://sofifa.com/team/110832/granada-cf/,Spain
,RC Deportivo de La Coruña  La Liga,242,73,73,72,72,€2M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,18,12,33,28.73,25.85,,https://sofifa.com/team/242/rc-deportivo-de-la-coruna/,Spain
,Vasco da Gama  Série A,569,72,70,72,70,€3.3M,€0,Balanced,Little,Short,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,16,9,30,26.45,25.47,,https://sofifa.com/team/569/vasco-da-gama/,Brazil
,OGC Nice  Ligue 1,72,72,73,72,69,€3.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,13,33,24.55,22.15,,https://sofifa.com/team/72/ogc-nice/,France
,Celtic  Premiership,78,72,72,73,71,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,10,30,24.91,23.1,,https://sofifa.com/team/78/celtic/,Scotland
,River Plate  Liga Profesional de Fútbol,1876,72,71,70,68,€1.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,30,24.64,23.27,,https://sofifa.com/team/1876/river-plate/,Argentina
,Palmeiras  Série A,383,72,73,72,71,€9M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,18,10,29,25.0,24.28,,https://sofifa.com/team/383/palmeiras/,Brazil
,Hertha BSC  2. Bundesliga,166,72,73,72,70,€4M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,11,28,24.73,23.89,,https://sofifa.com/team/166/hertha-bsc/,Germany
,RC Celta  La Liga,450,72,71,73,71,€2.3M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Wide,Cover,12,11,33,26.64,24.55,,https://sofifa.com/team/450/rc-celta/,Spain
,Coritiba  Série A,111044,72,66,72,70,€500K,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,12,9,30,25.91,24.33,,https://sofifa.com/team/111044/coritiba/,Brazil
,RCD Mallorca  La Liga,453,72,72,73,71,€1.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,15,33,26.64,24.3,,https://sofifa.com/team/453/rcd-mallorca/,Spain
